id,kode,jenis,tanggal_semai,tanggal_tanam,status,blok,baris,latitude,longitude,keterangan,kode_intern
NDIS0268,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0269,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0270,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0271,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0272,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0273,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0274,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0275,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0276,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0277,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0278,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0279,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0280,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0281,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0282,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0283,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0284,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0285,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0286,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0287,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0288,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0289,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0290,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0291,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0292,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0293,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0294,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0295,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0296,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0297,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0298,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0299,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0300,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0301,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0302,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0303,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0304,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0305,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0306,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0307,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0308,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0309,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0310,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0311,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0312,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0313,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0314,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0315,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0316,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0317,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0318,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0319,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0320,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0321,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0322,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0323,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0324,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0325,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0326,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0327,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0328,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0329,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0330,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0331,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0332,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0333,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0334,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0335,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0336,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0337,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0338,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0339,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0340,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0341,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0342,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0343,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0344,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0345,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0346,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0347,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0348,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0349,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0350,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0351,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0352,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0353,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0354,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0355,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0356,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0357,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0358,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0359,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0360,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0361,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0362,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0363,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0364,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0365,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0366,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0367,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0368,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0369,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0370,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0371,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0372,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0373,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0374,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0375,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0376,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0377,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0378,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0379,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0380,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0381,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0382,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0383,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0384,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0385,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0386,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0387,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0388,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0389,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0390,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0391,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0392,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0393,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0394,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0395,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0396,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0397,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0398,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0399,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0400,B PANJANG,YGB,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0401,C PENDEK,SJ5,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0402,C PENDEK,SJ5,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0403,C PENDEK,SJ5,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0404,C PENDEK,SJ5,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0405,C PENDEK,SJ5,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0406,C PENDEK,SJ5,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0407,C PENDEK,SJ5,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0408,C PENDEK,SJ5,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0409,C PENDEK,SJ5,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0410,C PENDEK,SJ5,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0411,C PENDEK,SJ5,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0412,C PENDEK,SJ5,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0413,C PENDEK,SJ5,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0414,C PENDEK,SJ5,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
NDIS0415,C PENDEK,SJ5,15/09/2026,Khayalan,POLYBAG,,,,,,260904649XCEY2
